,Dates,SP500,VIX,log_return,volatility,momentum_10,sma_50,sma_200,sma_diff,14_day_rsi
222,2000-11-16,1372.3199462890625,25.049999237060547,-0.012664390190450861,0.013001030764217032,-0.039206901888820034,1414.6733984375,1441.1113970947265,-26.437998657226444,48.26481764159443
223,2000-11-17,1367.719970703125,24.809999465942383,-0.0033576006531063148,0.012923130237650703,-0.04133341729808504,1412.1377978515625,1440.8281469726562,-28.690349121093732,42.05524631899129
224,2000-11-20,1342.6199951171875,27.43000030517578,-0.01852217322376188,0.013499451697852065,-0.06254054975495416,1409.2049975585937,1440.4200469970704,-31.215049438476626,27.052043198462954
225,2000-11-21,1347.3499755859375,26.6200008392334,0.0035167569862350804,0.013531565070744258,-0.059027718870757306,1406.512197265625,1439.9481970214845,-33.435999755859484,30.102894689944833
226,2000-11-22,1322.3599853515625,27.709999084472656,-0.01872167427473288,0.013117191525463895,-0.06167691455095625,1403.2611962890626,1439.5014471435547,-36.24025085449216,23.96817247228347
227,2000-11-24,1341.77001953125,26.0,0.014571644470684243,0.013606239026197404,-0.0416886843505031,1400.4791967773438,1439.1261474609375,-38.646950683593786,30.813397393112652
228,2000-11-27,1348.969970703125,26.93000030517578,0.0053516641385395495,0.01340305615328129,-0.012452605461895416,1398.1423950195312,1438.9353973388672,-40.79300231933598,31.340813743693943
229,2000-11-28,1336.0899658203125,27.63999938964844,-0.009593904031944647,0.013052552933410585,-0.011226591355977256,1395.973994140625,1438.6661474609375,-42.6921533203124,29.66972205121189
230,2000-11-29,1341.9300537109375,27.489999771118164,0.0043615037272983605,0.011895963299123858,-0.029661158327659143,1393.6145947265625,1438.3655474853515,-44.750952758789026,34.609953846402746
231,2000-11-30,1314.949951171875,29.649999618530273,-0.02031031130031256,0.012493596216176642,-0.05386355276318877,1390.8867944335936,1438.0019470214843,-47.115152587890634,32.000852144210455
232,2000-12-01,1315.22998046875,27.479999542236328,0.00021293546845558802,0.012360186956044636,-0.04160106101692351,1388.2103930664061,1437.636796875,-49.42640380859393,37.48583764675569
233,2000-12-04,1324.969970703125,27.780000686645508,0.007378255132535632,0.012612641002991677,-0.03125639817778114,1385.7353930664062,1437.531196899414,-51.79580383300777,43.35406203056475
234,2000-12-05,1376.5400390625,24.989999771118164,0.038183337202680155,0.015662027201470398,0.02526406881222698,1384.4855932617188,1437.653046875,-53.16745361328117,48.52761059604432
235,2000-12-06,1351.4599609375,25.06999969482422,-0.018387672115670557,0.01607589666998875,0.0030504215133675405,1382.9705932617187,1437.6068969726562,-54.636303710937455,41.87120358266914
236,2000-12-07,1343.550048828125,25.34000015258789,-0.005870059698293582,0.01580269519326903,0.016024428832765114,1381.3101953125,1437.5574969482423,-56.24730163574236,43.64370233444251
237,2000-12-08,1369.8900146484375,22.40999984741211,0.019415054389011633,0.016494975337552006,0.02095738815733217,1379.5421948242188,1437.7401470947266,-58.19795227050781,50.43742036892226
238,2000-12-11,1380.199951171875,23.510000228881836,0.007497925487985166,0.015617488028192968,0.023150982710513635,1378.4159936523438,1437.9008966064453,-59.48490295410147,58.05537486387069
239,2000-12-12,1371.1800537109375,24.8799991607666,-0.006556658664756471,0.0154825340606655,0.026263267286107395,1377.1149951171874,1437.9246966552735,-60.809701538086074,55.01580156319854
240,2000-12-13,1359.989990234375,23.6299991607666,-0.008194382562943504,0.014655580296435898,0.013458180233384853,1375.785595703125,1437.8286968994141,-62.04310119628917,58.40893505099127
241,2000-12-14,1340.9300537109375,24.86000061035156,-0.014113896457878423,0.014877695516239103,0.01975748393762755,1373.9177978515625,1437.6245471191405,-63.70674926757806,49.81200408940966
242,2000-12-15,1312.1500244140625,26.549999237060547,-0.021696411279964054,0.01535458330024745,-0.0023417623536757803,1371.4351977539063,1437.1394470214843,-65.704249267578,42.48511493230527
243,2000-12-18,1322.739990234375,27.700000762939453,0.008038303521842073,0.015521535370163037,-0.0016830422711894277,1369.7101977539062,1436.7967468261718,-67.0865490722656,47.249583399769726
244,2000-12-19,1305.5999755859375,27.170000076293945,-0.013042648854882348,0.015254516282458198,-0.051535052714395846,1367.7815966796875,1436.5466467285157,-68.76505004882824,42.84812797317807
245,2000-12-20,1264.739990234375,31.739999771118164,-0.03179612679193636,0.016636746769594733,-0.06416762109842145,1365.33599609375,1436.036846923828,-70.70085083007802,40.62791937622756
246,2000-12-21,1274.8599853515625,29.65999984741211,0.007969797433423938,0.016391791342193734,-0.051125794336039476,1363.541396484375,1435.4026971435546,-71.86130065917973,42.73162317873546
247,2000-12-22,1305.949951171875,27.549999237060547,0.02409435072348548,0.01701954309125969,-0.046675326334845835,1363.064794921875,1434.9570971679686,-71.89230224609355,46.820030874754785
248,2000-12-26,1315.18994140625,28.729999542236328,0.0070503894398156386,0.017058956690284423,-0.04710187803616972,1361.8851928710938,1434.614946899414,-72.72975402832026,38.05161830224475
249,2000-12-27,1328.9200439453125,28.13999938964844,0.01038551801890451,0.01713057814009704,-0.030820175403845185,1360.9711938476562,1434.4637969970704,-73.49260314941421,45.40713608082179
250,2000-12-28,1334.219970703125,26.56999969482422,0.0039802141273019296,0.017125364993902027,-0.018948683237594244,1360.6561938476561,1434.1741967773437,-73.51800292968755,48.07841027368675
251,2000-12-29,1320.280029296875,26.850000381469727,-0.01050297197343172,0.016655850799529883,-0.015399777458126818,1360.2191943359376,1433.4832470703125,-73.2640527343749,39.23253049906501
252,2001-01-02,1283.27001953125,29.989999771118164,-0.028432334521416403,0.017844123928277826,-0.02200968208319687,1358.10939453125,1432.5772473144532,-74.46785278320317,31.147158766066653
253,2001-01-03,1347.56005859375,26.600000381469727,0.04888407020840131,0.021027580674163562,0.01876413243919317,1357.1219946289064,1432.0318975830078,-74.90990295410143,46.21886442627455
254,2001-01-04,1333.3399658203125,26.969999313354492,-0.010608546388114074,0.01922040037849646,0.021246929192018094,1355.873193359375,1431.2292474365233,-75.35605407714843,45.774800262123904
255,2001-01-05,1298.3499755859375,28.670000076293945,-0.02659283806587432,0.019679798985328255,0.02657462056318316,1353.8775927734375,1430.217797241211,-76.34020446777345,43.5737893375485
256,2001-01-08,1295.8599853515625,29.84000015258789,-0.0019196526391590284,0.019658773493368354,0.016472397158350693,1352.4967919921876,1429.060347290039,-76.56355529785151,47.32958943297999
257,2001-01-09,1300.800048828125,27.989999771118164,0.0038049412487950597,0.019073008375939112,-0.003943414783337484,1351.223994140625,1427.9270477294922,-76.70305358886708,46.33552686842622
258,2001-01-10,1313.27001953125,26.799999237060547,0.00954072765251826,0.019135229241054104,-0.0014598057775192519,1349.8977954101563,1426.8740979003906,-76.97630249023427,51.30137471464533
259,2001-01-11,1326.8199462890625,25.790000915527344,0.01026483635719767,0.019315699193686885,-0.0015803039963301346,1348.4609936523439,1425.9695477294922,-77.50855407714835,61.608937639502244
260,2001-01-12,1318.550048828125,24.559999465942383,-0.006252376353325711,0.01928589724247426,-0.011744631484373658,1346.243994140625,1425.0196978759766,-78.7757037353515,58.226957168949724
261,2001-01-16,1326.6500244140625,25.280000686645508,0.006124301133249056,0.019122077319113896,0.004824730341925987,1344.3525952148439,1424.2133477783202,-79.86075256347635,54.26735390588393
262,2001-01-17,1329.469970703125,24.93000030517578,0.0021233583977827188,0.018465231667328746,0.03600173811334795,1342.375595703125,1423.3677978515625,-80.9922021484374,53.023893989228114
263,2001-01-18,1347.969970703125,23.3700008392334,0.013819390779688844,0.018631382832922577,0.0003041883786631949,1340.8011962890625,1422.5777978515625,-81.77660156249999,53.9540754922166
264,2001-01-19,1342.5400390625,23.239999771118164,-0.004036364104246305,0.01838269946423159,0.006900020608417989,1339.0081982421875,1421.8168481445311,-82.80864990234363,51.72601363226119
265,2001-01-22,1342.9000244140625,23.25,0.0002681015738275837,0.01665242233395469,0.03431281986046941,1337.228798828125,1421.0944982910157,-83.86569946289069,54.97274293991961
266,2001-01-23,1360.4000244140625,21.56999969482422,0.012947319312044342,0.016767432681038617,0.049804793567254535,1336.2511987304688,1420.3897985839844,-84.13859985351564,68.54712535980335
267,2001-01-24,1364.300048828125,22.030000686645508,0.002862720279423331,0.01603415905832889,0.04881611132872132,1335.5343994140626,1419.6295489501954,-84.0951495361328,55.67304239620203
268,2001-01-25,1357.510009765625,22.63999938964844,-0.0049893659014614644,0.016067875128956046,0.03368689574605965,1335.365,1418.894799194336,-83.52979919433596,58.62539739793113
269,2001-01-26,1354.949951171875,22.56999969482422,-0.001887629230125118,0.015947939331362578,0.021201071751663303,1335.438798828125,1418.1665991210937,-82.7278002929686,76.28161017919473
270,2001-01-29,1364.1700439453125,22.61000061035156,0.0067817000552319595,0.015988023888738958,0.0345986071273765,1335.0632006835938,1417.6515991210938,-82.58839843750002,79.85320822921624
271,2001-01-30,1373.72998046875,22.56999969482422,0.006983436422109727,0.015796518159612076,0.03548784923550663,1334.7415991210937,1417.3176989746094,-82.57609985351564,80.63516057971967
272,2001-01-31,1366.010009765625,22.020000457763672,-0.0056355648072863385,0.014231130159164445,0.02748466672261496,1334.615400390625,1417.3649487304688,-82.74954833984384,73.07494285287018
273,2001-02-01,1373.469970703125,21.65999984741211,0.005446274059599507,0.00936132642701291,0.018917335366676502,1334.730400390625,1417.225098876953,-82.49469848632816,71.55934111933891
274,2001-02-02,1349.469970703125,21.950000762939453,-0.01762846191144751,0.009931822689263927,0.0051618063066962705,1334.8673999023438,1416.764398803711,-81.89699890136717,62.47576717575299
275,2001-02-05,1354.31005859375,22.190000534057617,0.003580241741748479,0.007601996293372235,0.008496562642230865,1335.0066015625,1416.398599243164,-81.39199768066396,61.46197014103942
276,2001-02-06,1352.260009765625,21.979999542236328,-0.0015148687589011335,0.007591234798307364,-0.005983544914991756,1335.6046020507813,1415.9871990966797,-80.38259704589836,59.50455128596738
277,2001-02-07,1340.8900146484375,21.670000076293945,-0.00844369052364719,0.007935295745154313,-0.017159007067247156,1335.587001953125,1415.5423492431642,-79.95534729003907,46.86061201800091
278,2001-02-08,1332.530029296875,21.459999084472656,-0.006254170660763812,0.007880584566306206,-0.018401323223438237,1335.258203125,1414.817799682617,-79.55959655761717,45.67378610453987
279,2001-02-09,1314.760009765625,22.030000686645508,-0.01342526596679741,0.008147551674479381,-0.029661568954255757,1334.8316040039062,1414.0866497802735,-79.2550457763673,39.429012699510345
280,2001-02-12,1330.31005859375,21.920000076293945,0.011757894931235194,0.00846246132447696,-0.02482094186266992,1334.5992041015625,1413.4135998535157,-78.81439575195327,38.528439113426025
281,2001-02-13,1318.800048828125,21.3700008392334,-0.008689772585958535,0.00858651933209104,-0.039985974261027346,1334.6762060546876,1412.7454498291015,-78.06924377441396,33.604815240990774
282,2001-02-14,1315.9200439453125,21.520000457763672,-0.0021861950632109965,0.008576659139811255,-0.036668813158189595,1334.6900073242186,1411.983800048828,-77.29379272460938,34.57919983198953
283,2001-02-15,1326.6099853515625,20.270000457763672,0.008090730929249642,0.008158293978790728,-0.034117954051498756,1334.7228076171875,1411.3853997802735,-76.66259216308595,40.089542070173735
284,2001-02-16,1301.530029296875,22.1200008392334,-0.019086287083199486,0.009111090482020702,-0.03552501533714858,1333.222607421875,1410.817550048828,-77.59494262695307,30.282035970941052
285,2001-02-20,1278.93994140625,24.690000534057617,-0.017508953990654743,0.009767745883736745,-0.055652039729927605,1331.77220703125,1410.1644000244141,-78.39219299316414,22.423932498082337
286,2001-02-21,1255.27001953125,25.75,-0.018680859586076647,0.009705525993494023,-0.07172436479223054,1330.0066064453124,1409.2776000976562,-79.2709936523438,20.51965979948291
287,2001-02-22,1252.8199462890625,26.760000228881836,-0.0019537369511636415,0.009584723658619563,-0.06568030740572395,1327.665205078125,1408.420849609375,-80.75564453125003,17.00128407077814
288,2001-02-23,1245.8599853515625,27.209999084472656,-0.005570924750844155,0.00958792736680743,-0.06504171916564239,1324.9784057617187,1407.5894494628906,-82.61104370117187,18.748900027908917
289,2001-02-26,1267.6500244140625,25.43000030517578,0.017338769191571488,0.010736652453697336,-0.035831623263290924,1322.9078051757813,1407.0124493408202,-84.10464416503896,26.28612352798524
290,2001-02-27,1257.93994140625,26.489999771118164,-0.007689396127662075,0.010504450345404405,-0.05440093963057102,1320.8668041992187,1406.2630987548828,-85.3962945556641,25.228488952894153
291,2001-02-28,1239.93994140625,28.350000381469727,-0.014412471713944133,0.010410342616318017,-0.05979686419631958,1318.847001953125,1405.3579986572265,-86.51099670410144,24.379471679594914
292,2001-03-01,1241.22998046875,28.079999923706055,0.0010398636283404812,0.010499684234694533,-0.05675881587199727,1317.4286010742187,1404.3023486328125,-86.87374755859378,25.966105180624552
293,2001-03-02,1234.1800537109375,27.43000030517578,-0.005695982258483536,0.010219861286763079,-0.06967377952920373,1315.65740234375,1403.1430487060547,-87.4856463623048,27.519273981028093
294,2001-03-05,1241.4100341796875,27.1200008392334,0.005841032455202131,0.010081894840184066,-0.04619178487158382,1314.373603515625,1402.1110986328124,-87.73749511718734,23.990634372680816
295,2001-03-06,1253.800048828125,25.88999938964844,0.009931120882614958,0.010432860082769516,-0.01965682028077298,1314.1548046875,1401.1940490722657,-87.03924438476565,31.080454967304377
296,2001-03-07,1261.8900146484375,24.1200008392334,0.006431629893613799,0.010675201168326256,0.005273761831465995,1313.8954052734375,1400.4687493896483,-86.57334411621082,34.73641666816103
297,2001-03-08,1264.739990234375,24.290000915527344,0.002255951040818529,0.010680315443314999,0.009514570693594404,1313.0712060546875,1399.7888494873048,-86.71764343261725,31.711502752806027
298,2001-03-09,1233.4200439453125,25.6200008392334,-0.025075725323942803,0.011763535086417394,-0.009985023640308732,1311.4358081054688,1399.0866497802735,-87.65084167480472,30.583277363854975
299,2001-03-12,1180.1600341796875,30.31999969482422,-0.044140782944437726,0.014712753751356299,-0.06901746424437216,1308.4606079101563,1397.9921997070312,-89.53159179687486,26.03126816082292
300,2001-03-13,1197.6600341796875,27.549999237060547,0.014719630139540335,0.014908150567776375,-0.04791954308977231,1305.7294091796875,1397.0728997802735,-91.34349060058594,35.58957898600244
301,2001-03-14,1166.7099609375,29.61000061035156,-0.026181893093709756,0.01561670060126916,-0.05905929636051388,1302.6580078125,1396.0163494873048,-93.3583416748047,31.148478517304653
302,2001-03-15,1173.56005859375,28.559999465942383,0.005854125517359441,0.01582557235251987,-0.054518439724960954,1300.46380859375,1394.771900024414,-94.30809143066404,34.16421087755491
303,2001-03-16,1150.530029296875,29.90999984741211,-0.019819182794657754,0.01577367188125209,-0.0677778126153824,1296.5232080078124,1393.4215502929687,-96.89834228515633,24.485900387665552
304,2001-03-19,1170.81005859375,29.780000686645508,0.017473135776606016,0.016419150231777885,-0.056870795017046394,1293.2726098632813,1392.0315502929689,-98.75894042968753,31.854752193644757
305,2001-03-20,1142.6199951171875,30.959999084472656,-0.024372000192958605,0.016756170226807626,-0.0886744691187824,1290.1580102539062,1390.3583502197266,-100.20033996582038,30.55779778031942
306,2001-03-21,1122.1400146484375,31.93000030517578,-0.0180862772659719,0.01673231699310251,-0.11074657725929815,1286.6836108398438,1388.6309002685548,-101.94728942871097,27.902934497365564
307,2001-03-22,1117.5799560546875,32.84000015258789,-0.004071995565797344,0.016714679112570668,-0.11635595878676741,1283.019208984375,1386.9296002197266,-103.91039123535165,28.163158371214507
308,2001-03-23,1139.8299560546875,30.450000762939453,0.019713495936903382,0.017655591767028425,-0.07587852033866782,1279.5504077148437,1385.2719500732421,-105.72154235839844,31.98936344283001
309,2001-03-26,1152.68994140625,29.040000915527344,0.011219200545693092,0.017307758956240028,-0.023276582817457925,1276.0678076171876,1383.727049560547,-107.65924194335935,32.10251875975585
310,2001-03-27,1182.1700439453125,27.040000915527344,0.025253479371825076,0.01853749840473266,-0.012933545240143673,1273.3402075195313,1382.3531500244142,-109.01294250488286,36.88213676230022
311,2001-03-28,1153.2900390625,28.579999923706055,-0.024733008530898916,0.019006508377727244,-0.011502363333057097,1269.8730078125,1380.8896002197266,-111.01659240722665,33.10803260138347
312,2001-03-29,1147.949951171875,29.170000076293945,-0.004641060904985464,0.01897559283422257,-0.02182257928287279,1266.242607421875,1379.2821502685547,-113.03954284667975,35.938280109333306
313,2001-03-30,1160.3299560546875,28.63999938964844,0.010726709139390915,0.019247453191766385,0.00851774965300267,1262.4898071289062,1377.7310998535156,-115.24129272460937,46.23046057400733
314,2001-04-02,1145.8699951171875,31.209999084472656,-0.01254023999486656,0.019237646947390236,-0.021301545279272527,1258.55640625,1376.0667999267578,-117.51039367675776,40.04001235772419
315,2001-04-03,1106.4599609375,34.720001220703125,-0.03499847502245124,0.020127454447494173,-0.03164659671125303,1253.8276049804688,1374.2767999267578,-120.44919494628903,38.7781893516847
316,2001-04-04,1103.25,34.06999969482422,-0.002905325361392833,0.019925077824221992,-0.016833919476934134,1248.6846044921874,1372.3630499267579,-123.67844543457045,36.72444805437265
317,2001-04-05,1151.43994140625,29.940000534057617,0.04275291291739027,0.022743380187041147,0.03029759541419841,1244.42740234375,1370.7404998779298,-126.31309753417986,50.15689751270925
318,2001-04-06,1128.4300537109375,31.690000534057617,-0.020185948377773013,0.022538087855089536,-0.010001406159922954,1239.8458032226563,1368.9870001220704,-129.14119689941413,42.76050661460781
319,2001-04-09,1137.5899658203125,31.90999984741211,0.00808462583936063,0.020643000582726324,-0.013099772144724353,1235.498603515625,1367.4140496826171,-131.91544616699207,49.08100436057922
320,2001-04-10,1168.3800048828125,29.440000534057617,0.026706218592037867,0.02131214518069067,-0.011665021570397616,1231.582802734375,1366.0485498046876,-134.46574707031255,58.14141725026695
321,2001-04-11,1165.8900146484375,28.459999084472656,-0.0021334217189706364,0.02049340100156337,0.010925244439100368,1227.4260034179688,1364.6014495849608,-137.17544616699206,58.56835047626966
322,2001-04-12,1183.5,26.1200008392334,0.014991393552336968,0.020732061616562252,0.030968291598282738,1223.7758032226564,1363.2661993408203,-139.49039611816397,57.87500632870989
323,2001-04-16,1179.6800537109375,26.329999923706055,-0.003232889182608421,0.020204814741781724,0.016676375159737855,1219.9000048828125,1361.8904998779296,-141.99049499511716,55.03115359077501
324,2001-04-17,1191.81005859375,25.61000061035156,0.010229948339488112,0.019962197505503463,0.04009186353803096,1216.746806640625,1360.6376000976563,-143.89079345703135,51.921241996548275
325,2001-04-18,1238.1600341796875,24.1299991607666,0.03815322509881213,0.020680970182098298,0.1190283226612181,1214.4238061523438,1359.555400390625,-145.1315942382812,65.81331843711632
326,2001-04-19,1253.68994140625,24.15999984741211,0.012464721753518131,0.020082203886666917,0.1363606992125539,1212.4524047851562,1358.4761499023436,-146.02374511718745,68.981144677263
327,2001-04-20,1242.97998046875,25.3799991607666,-0.00857944939981588,0.02022059922374755,0.07950048957890288,1210.4942041015624,1357.4598999023438,-146.9656958007813,64.92580843563928
328,2001-04-23,1224.3599853515625,28.15999984741211,-0.015093460052377404,0.020413299170526505,0.08501185458961436,1208.3308032226562,1356.298349609375,-147.96754638671882,63.96472234746506
329,2001-04-24,1209.469970703125,28.489999771118164,-0.012236023629359138,0.02062381353441622,0.06318621563348614,1206.2250024414063,1354.9511993408203,-148.72619689941394,70.07917857581356
330,2001-04-25,1228.75,27.399999618530273,0.01581516957968027,0.02017659195863244,0.05166982904953299,1204.1938012695311,1353.7168493652343,-149.5230480957032,73.02079918601756
331,2001-04-26,1234.52001953125,25.959999084472656,0.004684853904600156,0.019177935307887146,0.058864904940031826,1202.5082006835937,1352.4850494384766,-149.9768487548829,68.04835722483755
332,2001-04-27,1253.050048828125,24.020000457763672,0.014898371931206402,0.019244153219230505,0.05876641219106471,1201.25080078125,1351.2856994628905,-150.03489868164047,77.60991232544467
333,2001-04-30,1249.4599609375,25.479999542236328,-0.0028691916032248313,0.019248298397368035,0.059151553005456714,1199.7078002929688,1350.0537994384765,-150.34599914550768,75.41229443509964
334,2001-05-01,1266.43994140625,24.200000762939453,0.013498341704493846,0.01897059536175004,0.06261894021985182,1199.0059985351563,1348.836099243164,-149.83010070800765,73.76635272356538
335,2001-05-02,1267.4300537109375,24.229999542236328,0.0007815020952043317,0.01652992582671206,0.023639932418463294,1198.77580078125,1347.6207995605469,-148.84499877929693,74.79004268883641
336,2001-05-03,1248.5799560546875,25.780000686645508,-0.014984400130627271,0.017113231826091427,-0.004075956249461998,1198.6419995117187,1346.3949993896485,-147.75299987792982,65.79302687807967
337,2001-05-04,1266.6099853515625,23.90999984741211,0.014337158275437674,0.014962050551953031,0.01901076868020124,1198.9178002929686,1345.3182495117187,-146.40044921875005,69.73435534199048
338,2001-05-07,1263.510009765625,24.86000061035156,-0.0024504585894219535,0.013892685097065236,0.03197590976711062,1199.27080078125,1344.1579498291017,-144.8871490478516,66.97279572055047
339,2001-05-08,1261.199951171875,24.440000534057617,-0.0018299600937476525,0.013977990979885337,0.04277078532067802,1199.1417993164061,1343.0629998779298,-143.92120056152362,56.89073930608868
340,2001-05-09,1255.5400390625,24.350000381469727,-0.004497819936253592,0.013163943745837481,0.02180267675483205,1199.0938012695312,1342.0192498779297,-142.92544860839848,50.58804084160145
341,2001-05-10,1255.1800537109375,24.0,-0.0002867586514844116,0.013128059178777563,0.01673527674952746,1199.398603515625,1340.9228002929688,-141.52419677734383,54.150805009390325
342,2001-05-11,1245.6700439453125,23.540000915527344,-0.0076054583320409,0.013076485280245805,-0.00588963297173517,1199.4874047851563,1339.8890502929687,-140.40164550781242,57.72941811967023
343,2001-05-14,1248.9200439453125,24.260000228881836,0.0026056399843493476,0.013005335908430516,-0.00043212028321615303,1199.7822045898438,1338.8855505371093,-139.10334594726555,65.62870255291779
344,2001-05-15,1249.43994140625,23.709999084472656,0.0004161909984873006,0.012896992834929559,-0.013423455344533153,1199.942802734375,1338.0333001708984,-138.0904974365235,59.62768906379227
345,2001-05-16,1284.989990234375,21.88999938964844,0.028055524579750336,0.011549311471659671,0.013854757879555812,1200.5666015625,1337.3041003417968,-136.73749877929686,68.38879548830714
346,2001-05-17,1288.489990234375,21.469999313354492,0.002720053922715442,0.01128063869489882,0.031964339957688326,1201.0986010742188,1336.556050415039,-135.45744934082018,64.50077117946506
347,2001-05-18,1291.9599609375,21.229999542236328,0.0026894323550721746,0.011036365927256092,0.02001403421661907,1201.6430004882814,1335.8223504638672,-134.17934997558586,67.40660747140228
348,2001-05-21,1312.8299560546875,20.760000228881836,0.01602466408472157,0.01069805440897396,0.039034076428259734,1203.2311987304688,1335.1236999511718,-131.89250122070302,68.41310648705796
349,2001-05-22,1309.3800048828125,21.350000381469727,-0.002631332512547939,0.010156929807002738,0.03820175672078796,1205.8155981445314,1334.3559497070312,-128.54035156249984,66.3318436115267
350,2001-05-23,1289.050048828125,22.079999923706055,-0.015648195622524032,0.010650129804398018,0.026689718147616004,1207.6433984375,1333.4046002197265,-125.76120178222641,65.57622899754844
351,2001-05-24,1293.1700439453125,20.56999969482422,0.0031910514714147153,0.010638460379341838,0.03026656623649937,1210.1726000976562,1332.4564501953125,-122.28385009765634,61.44832521283425
352,2001-05-25,1277.8900146484375,20.600000381469727,-0.011886310588375483,0.010657666518394764,0.025865574001504577,1212.25919921875,1331.4815502929687,-119.22235107421875,55.60930966078727
353,2001-05-29,1267.9300537109375,22.13999938964844,-0.00782459992146223,0.010808434477696633,0.015221158358202702,1214.6071997070312,1330.5199505615235,-115.91275085449229,52.47740440740996
354,2001-05-30,1248.0799560546875,22.760000228881836,-0.015779356558458756,0.010970077521498992,-0.0010884759695066748,1216.15259765625,1329.4011505126953,-113.24855285644526,47.51363547966863
355,2001-05-31,1255.8199462890625,22.63999938964844,0.0061823676577966655,0.011075218877596167,-0.022700600134629934,1218.4165966796875,1328.222449951172,-109.80585327148447,50.20326968714616
